topic_id,topic_en,topic_ur,words_ar_json,synonyms_json,roots_json,roots_ar_json,verses_json,search_keys_norm,created_at,updated_at
n14,"To be near, to make it close",نزدیک ہونا - کرنا,"[""كاد"",""قرب"",""دنى"",""أزف"",""زلف"",""قاب"",""اقترن""]","[{""word_ar"":""كَادَ"",""word_en"":""Kaada"",""root"":null,""root_ar"":null},{""word_ar"":""قَرُبَ"",""word_en"":""Qaruba"",""root"":null,""root_ar"":null},{""word_ar"":""دَنَى"",""word_en"":""Danaa"",""root"":null,""root_ar"":null},{""word_ar"":""أَزِفَ"",""word_en"":""Aziff"",""root"":null,""root_ar"":null},{""word_ar"":""زَلَفَ"",""word_en"":""Zalafa"",""root"":null,""root_ar"":null},{""word_ar"":""قَابَ"",""word_en"":""Qaaba"",""root"":null,""root_ar"":null},{""word_ar"":""اِقْتَرَنَ"",""word_en"":""Eqtarana"",""root"":null,""root_ar"":null}]",[],[],"[""2:20"",""13:31"",""2:222"",""5:106"",""2:237"",""96:19"",""54:1"",""3:45"",""53:8"",""2:61"",""73:20"",""40:18"",""38:40"",""81:13"",""53:9"",""43:53""]",كاد قرب دنى أزف زلف قاب اقترن,2026-02-12 06:00:33,
n15,sign,نشانی,"[""أثر"",""علامة"",""آية"",""مبصرة"",""شرط"",""نصب"",""سيما"",""شعائر""]","[{""word_ar"":""أَثَر"",""word_en"":""Athar"",""root"":null,""root_ar"":null},{""word_ar"":""عَلَامَة"",""word_en"":""Alaamah"",""root"":null,""root_ar"":null},{""word_ar"":""آيَة"",""word_en"":""Aaayah"",""root"":null,""root_ar"":null},{""word_ar"":""مُبْصِرَة"",""word_en"":""Mubsirah"",""root"":null,""root_ar"":null},{""word_ar"":""شَرط"",""word_en"":""Shart"",""root"":null,""root_ar"":null},{""word_ar"":""نَصب"",""word_en"":""Nassb"",""root"":null,""root_ar"":null},{""word_ar"":""سِيما"",""word_en"":""Seema"",""root"":null,""root_ar"":null},{""word_ar"":""شَعَائِر"",""word_en"":""Sha’aaer"",""root"":null,""root_ar"":null}]",[],[],"[""18:64"",""16:16"",""41:53"",""27:13"",""17:59"",""54:2"",""47:18"",""70:43"",""48:29"",""2:158"",""5:2""]",أثر علامة آية مبصرة شرط نصب سيما شعائر,2026-02-12 06:00:33,
n17,"Advice, to give , to attain",نصیحت – کرنا – حاصل کرنا,"[""نصح"",""ذكر"",""وعظ"",""وصى"",""اعتبر"",""عبرة""]","[{""word_ar"":""نَصَحَ"",""word_en"":""Nasaha"",""root"":null,""root_ar"":null},{""word_ar"":""ذَكَرَ"",""word_en"":""Thakara"",""root"":null,""root_ar"":null},{""word_ar"":""وَعَظَ"",""word_en"":""Wa’ada"",""root"":null,""root_ar"":null},{""word_ar"":""وَصَّى"",""word_en"":""Wassaa"",""root"":null,""root_ar"":null},{""word_ar"":""اِعْتَبَرَ-عِبْرَة"",""word_en"":""Ee’tabara-Ebrah"",""root"":null,""root_ar"":null}]",[],[],"[""11:34"",""51:55"",""2:221"",""10:57"",""4:12"",""4:11"",""24:44""]",نصح ذكر وعظ وصى اعتبر عبرة,2026-02-12 06:00:33,
n2,"Impure, polluted,",ناپاک,"[""رجس"",""خبيث"",""نجس""]","[{""word_ar"":""رِجْس"",""word_en"":""Rijss"",""root"":null,""root_ar"":null},{""word_ar"":""خَبِيث"",""word_en"":""Khabeeth"",""root"":null,""root_ar"":null},{""word_ar"":""نَجْس"",""word_en"":""Najss"",""root"":null,""root_ar"":null}]",[],[],"[""9:95"",""2:267"",""24:26"",""9:28""]",رجس خبيث نجس,2026-02-12 06:00:33,
n21,"To marry, marry off",نکاح کرنا - کرانا,"[""نكح"",""أنكح"",""زوج""]","[{""word_ar"":""نَكَحَ-أَنْكَحَ"",""word_en"":""Nakaha-Ankaha"",""root"":null,""root_ar"":null},{""word_ar"":""زَوَّجَ"",""word_en"":""Zawwaja"",""root"":null,""root_ar"":null}]",[],[],"[""2:221"",""33:37""]",نكح أنكح زوج,2026-02-12 06:00:33,
n22,To come out,نکلنا,"[""خرج"",""برز"",""نفر"",""غزى"",""زهق"",""نفذ"",""سلل"",""لواذا"",""دفق"",""شرق"",""طلع""]","[{""word_ar"":""خَرَجَ"",""word_en"":""Kharaja"",""root"":null,""root_ar"":null},{""word_ar"":""بَرَزَ"",""word_en"":""Baraza"",""root"":null,""root_ar"":null},{""word_ar"":""نَفَرَ"",""word_en"":""Nafara"",""root"":null,""root_ar"":null},{""word_ar"":""غَزَى"",""word_en"":""Ghazaa"",""root"":null,""root_ar"":null},{""word_ar"":""زَهَقَ"",""word_en"":""Zahaqa"",""root"":null,""root_ar"":null},{""word_ar"":""نَفَذَ"",""word_en"":""Nafatha"",""root"":null,""root_ar"":null},{""word_ar"":""سَلَّلَ"",""word_en"":""Sallala"",""root"":null,""root_ar"":null},{""word_ar"":""لِوَاذاً"",""word_en"":""Liwaathan"",""root"":null,""root_ar"":null},{""word_ar"":""دَفَقَ"",""word_en"":""Dafaqa"",""root"":null,""root_ar"":null},{""word_ar"":""شَرَقَ"",""word_en"":""Sharaqa"",""root"":null,""root_ar"":null},{""word_ar"":""طَلَعَ"",""word_en"":""Tala’aa"",""root"":null,""root_ar"":null}]",[],[],"[""59:11"",""2:250"",""4:71"",""3:156"",""55:33"",""24:63"",""86:5"",""39:69"",""26:60"",""97:5""]",خرج برز نفر غزى زهق نفذ سلل لواذا دفق شرق طلع,2026-02-12 06:00:33,
n3,Disliked thing,ناپسندیدہ,"[""مكروه"",""إد"",""منكر"",""إمر"",""مذموم"",""مذؤوم"",""أف""]","[{""word_ar"":""مَكْرُوه"",""word_en"":""Makrooh"",""root"":null,""root_ar"":null},{""word_ar"":""إِدّ"",""word_en"":""Edd"",""root"":null,""root_ar"":null},{""word_ar"":""مُنْكَر"",""word_en"":""Munkar"",""root"":null,""root_ar"":null},{""word_ar"":""إِمْر"",""word_en"":""Emrr"",""root"":null,""root_ar"":null},{""word_ar"":""مَذْمُوم-مَذْؤُوم"",""word_en"":""Mathmoom-Mathoom"",""root"":null,""root_ar"":null},{""word_ar"":""أُفّ"",""word_en"":""Off"",""root"":null,""root_ar"":null}]",[],[],"[""49:12"",""2:216"",""17:38"",""19:88"",""3:104"",""29:29"",""18:71"",""7:18"",""21:67""]",مكروه إد منكر إمر مذموم مذؤوم أف,2026-02-12 06:00:33,
n32,"Pious, virtuous",نیک  نیکبخت,"[""صالح"",""أبرار"",""بررة"",""رشيد"",""سعيد"",""متقين"",""ربانيون""]","[{""word_ar"":""صَالِح"",""word_en"":""Saalih"",""root"":null,""root_ar"":null},{""word_ar"":""أَبْرَار"",""word_en"":""Abraar"",""root"":null,""root_ar"":null},{""word_ar"":""بَرَرَة"",""word_en"":""Ba’ra’rah"",""root"":null,""root_ar"":null},{""word_ar"":""رَشِيد"",""word_en"":""Rasheed"",""root"":null,""root_ar"":null},{""word_ar"":""سَعِيد"",""word_en"":""Saeed"",""root"":null,""root_ar"":null},{""word_ar"":""مُتَّقِين"",""word_en"":""Muttaqeen"",""root"":null,""root_ar"":null},{""word_ar"":""رَبَّانِيُّون"",""word_en"":""Rabb’baaniyoon"",""root"":null,""root_ar"":null}]",[],[],"[""18:82"",""7:56"",""3:92"",""19:14"",""80:15"",""2:256"",""11:78"",""11:105"",""2:177"",""5:44"",""3:146"",""5:63""]",صالح أبرار بررة رشيد سعيد متقين ربانيون,2026-02-12 06:00:33,
n4,"Ignorant, naive",نادان,"[""جاهل"",""سفهاء""]","[{""word_ar"":""جَاهِل"",""word_en"":""Jaahil"",""root"":null,""root_ar"":null},{""word_ar"":""سُفَهَاء"",""word_en"":""Sufahaa’a"",""root"":null,""root_ar"":null}]",[],[],"[""2:273"",""2:142""]",جاهل سفهاء,2026-02-12 06:00:33,
n9,"Name, to keep a name",نام - رکھنا,"[""اسم"",""سمى"",""لقب"",""نبز"",""فلان""]","[{""word_ar"":""اِسْم-سَمَّى"",""word_en"":""Essm-Sammaa"",""root"":null,""root_ar"":null},{""word_ar"":""لَقَبَ"",""word_en"":""Laqab"",""root"":null,""root_ar"":null},{""word_ar"":""نَبَزَ"",""word_en"":""Nabaza"",""root"":null,""root_ar"":null},{""word_ar"":""فَلَان"",""word_en"":""Fulaan"",""root"":null,""root_ar"":null}]",[],[],"[""2:31"",""7:71"",""19:7"",""3:45"",""49:11"",""25:28""]",اسم سمى لقب نبز فلان,2026-02-12 06:00:33,
p1,"Near, close",پاس,"[""عند"",""لدى"",""لدن"",""حول"",""تلقاء""]","[{""word_ar"":""عِنْدَ"",""word_en"":""In’d"",""root"":null,""root_ar"":null},{""word_ar"":""لَدِىَ-لَدُن"",""word_en"":""Ladaa-Ladun"",""root"":null,""root_ar"":null},{""word_ar"":""حَوْل"",""word_en"":""Hawl"",""root"":null,""root_ar"":null},{""word_ar"":""تِلْقَاء"",""word_en"":""Til’qaa’a"",""root"":null,""root_ar"":null}]",[],[],"[""16:96"",""3:165"",""12:25"",""4:67"",""28:23"",""10:15"",""2:17""]",عند لدى لدن حول تلقاء,2026-02-12 06:00:33,
p10,"Behind, latter",پچھلا,"[""أخر"",""خلف""]","[{""word_ar"":""أَخِر"",""word_en"":""Ahkir"",""root"":null,""root_ar"":null},{""word_ar"":""خَلْف"",""word_en"":""Khalf"",""root"":null,""root_ar"":null}]",[],[],"[""56:40"",""19:59"",""2:66"",""13:11""]",أخر خلف,2026-02-12 06:00:33,
p13,Veil,پردہ,"[""غطاء"",""غشاوة"",""غلف"",""أكنان"",""أكنة"",""ستر"",""حجاب"",""عورة"",""سرادق""]","[{""word_ar"":""غِطَاء"",""word_en"":""Ghitaa’a"",""root"":null,""root_ar"":null},{""word_ar"":""غِشَاوَة"",""word_en"":""Ghishaawah"",""root"":null,""root_ar"":null},{""word_ar"":""غُلْف"",""word_en"":""Ghulf"",""root"":null,""root_ar"":null},{""word_ar"":""أَكْنَان"",""word_en"":""Ak’naan"",""root"":null,""root_ar"":null},{""word_ar"":""أَكِنَّة"",""word_en"":""Akin’nah"",""root"":null,""root_ar"":null},{""word_ar"":""سِتْر"",""word_en"":""Sitr"",""root"":null,""root_ar"":null},{""word_ar"":""حِجَاب"",""word_en"":""Hijaab"",""root"":null,""root_ar"":null},{""word_ar"":""عَورَة"",""word_en"":""Awrah"",""root"":null,""root_ar"":null},{""word_ar"":""سُرَادِق"",""word_en"":""Suraadiq"",""root"":null,""root_ar"":null}]",[],[],"[""50:22"",""2:7"",""2:88"",""55:11"",""16:81"",""41:5"",""18:90"",""33:53"",""33:13"",""24:31"",""24:58"",""18:29""]",غطاء غشاوة غلف أكنان أكنة ستر حجاب عورة سرادق,2026-02-12 06:00:33,
p16,"To teach, to read",پڑھانا پڑھنا,"[""قرأ"",""أقرأ"",""تلى"",""رتل"",""درس"",""دراسة"",""أملى""]","[{""word_ar"":""قَرَأَ"",""word_en"":""Qara’aa"",""root"":null,""root_ar"":null},{""word_ar"":""أَقْرَأَ"",""word_en"":""Aq’ra’aa"",""root"":null,""root_ar"":null},{""word_ar"":""تَلَىَ"",""word_en"":""Talaa"",""root"":null,""root_ar"":null},{""word_ar"":""رَتَّلَ"",""word_en"":""Rat’tala"",""root"":null,""root_ar"":null},{""word_ar"":""دَرَسَ-دِرَاسَة"",""word_en"":""Darasa-Diraasah"",""root"":null,""root_ar"":null},{""word_ar"":""أَمْلَىَ"",""word_en"":""Am’laa"",""root"":null,""root_ar"":null}]",[],[],"[""29:19"",""87:6"",""91:2"",""29:45"",""2:102"",""73:4"",""3:79"",""5:152"",""25:5""]",قرأ أقرأ تلى رتل درس دراسة أملى,2026-02-12 06:00:33,
p18,"To shout, call out",پکارنا,"[""دعا"",""نادى"",""أذن"",""ابتهل"",""جهر""]","[{""word_ar"":""دَعَا"",""word_en"":""Da’aa"",""root"":null,""root_ar"":null},{""word_ar"":""نَادَىَ"",""word_en"":""Naadaa"",""root"":null,""root_ar"":null},{""word_ar"":""أَذَّنَ"",""word_en"":""Ath’thana"",""root"":null,""root_ar"":null},{""word_ar"":""اِبْتَهَلَ"",""word_en"":""Ib’tahala"",""root"":null,""root_ar"":null},{""word_ar"":""جَهَرَ"",""word_en"":""Jahara"",""root"":null,""root_ar"":null}]",[],[],"[""2:171"",""19:3"",""62:9"",""12:70"",""3:61"",""20:7""]",دعا نادى أذن ابتهل جهر,2026-02-12 06:00:33,
p19,To seize,پکڑنا,"[""أخذ"",""بطش"",""تناوش"",""قبض"",""خطف"",""سطا"",""اعتصم"",""استمسك"",""درك""]","[{""word_ar"":""أَخَذَ"",""word_en"":""Akhatha"",""root"":null,""root_ar"":null},{""word_ar"":""بَطَشَ"",""word_en"":""Batasha"",""root"":null,""root_ar"":null},{""word_ar"":""تَنَاوَشَ"",""word_en"":""Tanaawasha"",""root"":null,""root_ar"":null},{""word_ar"":""قَبَضَ"",""word_en"":""Qabada"",""root"":null,""root_ar"":null},{""word_ar"":""خَطَفَ"",""word_en"":""Khatafa"",""root"":null,""root_ar"":null},{""word_ar"":""سَطَا"",""word_en"":""Sataa"",""root"":null,""root_ar"":null},{""word_ar"":""اِعْتَصَمَ"",""word_en"":""Ee’tasama"",""root"":null,""root_ar"":null},{""word_ar"":""اِسْتَمْسَكَ"",""word_en"":""Iss’tam’saka"",""root"":null,""root_ar"":null},{""word_ar"":""دَرَكَ"",""word_en"":""daraka"",""root"":null,""root_ar"":null}]",[],[],"[""20:94"",""2:93"",""26:130"",""34:52"",""20:96"",""22:31"",""22:72"",""3:103"",""2:265"",""36:40""]",أخذ بطش تناوش قبض خطف سطا اعتصم استمسك درك,2026-02-12 06:00:33,
p2,Pure,پاک [ستھرا],"[""سبحان"",""قدوس"",""زكية"",""طهور"",""طيب""]","[{""word_ar"":""سُبْحَان"",""word_en"":""Sub’haan"",""root"":null,""root_ar"":null},{""word_ar"":""قُدُّوسْ"",""word_en"":""Qud’doos"",""root"":null,""root_ar"":null},{""word_ar"":""زَكِيَّة"",""word_en"":""Zakeeyah"",""root"":null,""root_ar"":null},{""word_ar"":""طَهُور"",""word_en"":""Tahoor"",""root"":null,""root_ar"":null},{""word_ar"":""طَيِّب"",""word_en"":""Tayyib"",""root"":null,""root_ar"":null}]",[],[],"[""21:33"",""79:3"",""73:7"",""2:116"",""61:1"",""17:1"",""16:102"",""5:21"",""62:1"",""53:32"",""91:9"",""18:74"",""76:21"",""2:222"",""74:4"",""33:33"",""4:3"",""2:172"",""2:30"",""12:31"",""12:51"",""48:11"",""9:69"",""6:68"",""2:199"",""10:61"",""36:40""]",سبحان قدوس زكية طهور طيب,2026-02-12 06:00:33,
p21,"To ask for refuge, to give refuge",پناہ مانگنا - دینا,"[""أجار"",""استجار"",""أعاذ"",""استعاذ""]","[{""word_ar"":""أَجَار-اِسْتَجَار"",""word_en"":""Ajaar-Iss’tajaar"",""root"":null,""root_ar"":null},{""word_ar"":""أَعَاذ-اِسْتَعَاذ"",""word_en"":""A’aath-Iss’ta’aath"",""root"":null,""root_ar"":null}]",[],[],"[""9:6"",""2:67"",""7:200""]",أجار استجار أعاذ استعاذ,2026-02-12 06:00:33,
p24,"Accomplish , to complete",پورا کرنا -ہونا,"[""تم"",""أتم"",""أكمل"",""أوفى"",""قضى"",""أسبغ""]","[{""word_ar"":""تَمَّ-أَتَمَّ"",""word_en"":""Tamma-Atamma"",""root"":null,""root_ar"":null},{""word_ar"":""أَكْمَلَ"",""word_en"":""Ak’mala"",""root"":null,""root_ar"":null},{""word_ar"":""أَوْفَى"",""word_en"":""Awfaa"",""root"":null,""root_ar"":null},{""word_ar"":""قَضَى"",""word_en"":""Qadaa"",""root"":null,""root_ar"":null},{""word_ar"":""أَسْبَغَ"",""word_en"":""Ass’bagha"",""root"":null,""root_ar"":null}]",[],[],"[""6:115"",""28:27"",""5:3"",""2:187"",""2:233"",""2:40"",""7:85"",""22:29"",""3:57"",""2:200"",""33:23"",""31:20""]",تم أتم أكمل أوفى قضى أسبغ,2026-02-12 06:00:33,
p25,"Garments, clothes",پوشاک,"[""لباس"",""كسوة""]","[{""word_ar"":""لِبَاس"",""word_en"":""Libaas"",""root"":null,""root_ar"":null},{""word_ar"":""كِسْوَة"",""word_en"":""Kiss’wah"",""root"":null,""root_ar"":null}]",[],[],"[""35:33"",""2:233""]",لباس كسوة,2026-02-12 06:00:33,
p26,Mountain,پہار,"[""جبل"",""رواسي"",""طود"",""صخرة"",""أعلام""]","[{""word_ar"":""جَبَلَ"",""word_en"":""Jabal"",""root"":null,""root_ar"":null},{""word_ar"":""رَوَاسِي"",""word_en"":""Rawaasee"",""root"":null,""root_ar"":null},{""word_ar"":""طَوْد"",""word_en"":""Tawd"",""root"":null,""root_ar"":null},{""word_ar"":""صَخْرَة"",""word_en"":""Sakh’rah"",""root"":null,""root_ar"":null},{""word_ar"":""أَعْلَام"",""word_en"":""A’a’laam"",""root"":null,""root_ar"":null}]",[],[],"[""2:260"",""21:31"",""26:63"",""89:9"",""55:24""]",جبل رواسي طود صخرة أعلام,2026-02-12 06:00:33,
p28,"First, at first",پہلا پہلی پہلے,"[""أول"",""أولى"",""سابق"",""قبل""]","[{""word_ar"":""أَوَّل-أَوْلَى"",""word_en"":""Aw’wal-Aw’laa"",""root"":null,""root_ar"":null},{""word_ar"":""سَابِق"",""word_en"":""Saabiq"",""root"":null,""root_ar"":null},{""word_ar"":""قَبْل"",""word_en"":""Qabl"",""root"":null,""root_ar"":null}]",[],[],"[""56:49"",""56:48"",""59:10"",""2:4""]",أول أولى سابق قبل,2026-02-12 06:00:33,
p29,"Side, (in sleeping)",پہلو [کروٹ],"[""جنب"",""جناح"",""عطف""]","[{""word_ar"":""جَنْب"",""word_en"":""Janb"",""root"":null,""root_ar"":null},{""word_ar"":""جَنَاح"",""word_en"":""Janaah"",""root"":null,""root_ar"":null},{""word_ar"":""عِطْف"",""word_en"":""Etf"",""root"":null,""root_ar"":null}]",[],[],"[""10:12"",""4:36"",""39:56"",""2:38"",""35:1"",""26:215"",""22:9""]",جنب جناح عطف,2026-02-12 06:00:33,
p30,To reach,پہنچنا,"[""بلغ"",""أصاب"",""أفضى"",""نال"",""تناوش"",""تعاطى"",""وصل"",""مس"",""ورد""]","[{""word_ar"":""بَلَغَ"",""word_en"":""Balagha"",""root"":null,""root_ar"":null},{""word_ar"":""أَصَابَ"",""word_en"":""Asaaba"",""root"":null,""root_ar"":null},{""word_ar"":""أَفْضَى"",""word_en"":""Af’daa"",""root"":null,""root_ar"":null},{""word_ar"":""نَالَ"",""word_en"":""Naala"",""root"":null,""root_ar"":null},{""word_ar"":""تَنَاوَشَ"",""word_en"":""Tanaawasha"",""root"":null,""root_ar"":null},{""word_ar"":""تَعَاطَى(عطو)"",""word_en"":""Ta’aa’taa(Atoo)"",""root"":null,""root_ar"":null},{""word_ar"":""وَصَلَ"",""word_en"":""Wasala"",""root"":null,""root_ar"":null},{""word_ar"":""مَسَّ"",""word_en"":""Mass’sa"",""root"":null,""root_ar"":null},{""word_ar"":""وَرَدَ"",""word_en"":""Warada"",""root"":null,""root_ar"":null}]",[],[],"[""4:6"",""2:156"",""4:73"",""3:92"",""34:52"",""11:81"",""2:27"",""4:21"",""54:29"",""7:95"",""28:23""]",بلغ أصاب أفضى نال تناوش تعاطى وصل مس ورد,2026-02-12 06:00:33,
p31,To deliver,پہنچانا,"[""أبلغ"",""بلغ"",""أورد"",""جبا"",""أدلى""]","[{""word_ar"":""أَبْلَغَ-بَلَّغَ"",""word_en"":""Ab’lagha-Ballagha"",""root"":null,""root_ar"":null},{""word_ar"":""أَوْرَدَ"",""word_en"":""Aw’rada"",""root"":null,""root_ar"":null},{""word_ar"":""جَبَا(جبو)"",""word_en"":""Jabaa(Jaboo)"",""root"":null,""root_ar"":null},{""word_ar"":""أَدْلَى(دلو)"",""word_en"":""Ad’laa(Daloo)"",""root"":null,""root_ar"":null}]",[],[],"[""9:6"",""5:67"",""11:98"",""28:57"",""2:188""]",أبلغ بلغ أورد جبا أدلى,2026-02-12 06:00:33,
p32,"To tear, rip",پھاڑنا,"[""خرق"",""قد"",""فطر"",""فجر"",""مخر"",""شق"",""فلق"",""فرق"",""مزق""]","[{""word_ar"":""خَرَقَ"",""word_en"":""Kharaqa"",""root"":null,""root_ar"":null},{""word_ar"":""قَدَّ"",""word_en"":""Qadda"",""root"":null,""root_ar"":null},{""word_ar"":""فَطَرَ"",""word_en"":""Fatara"",""root"":null,""root_ar"":null},{""word_ar"":""فَجَرَ"",""word_en"":""Fajara"",""root"":null,""root_ar"":null},{""word_ar"":""مَخَرَ"",""word_en"":""Makhara"",""root"":null,""root_ar"":null},{""word_ar"":""شَقَّ"",""word_en"":""Shaq’qa"",""root"":null,""root_ar"":null},{""word_ar"":""فَلَقَ"",""word_en"":""Falaqa"",""root"":null,""root_ar"":null},{""word_ar"":""فَرَقَ"",""word_en"":""Faraqa"",""root"":null,""root_ar"":null},{""word_ar"":""مَزَّقَ"",""word_en"":""Mazzaqa"",""root"":null,""root_ar"":null}]",[],[],"[""18:71"",""12:25"",""27:3"",""30:30"",""17:90"",""18:33"",""16:14"",""80:26"",""2:50"",""26:63"",""6:95"",""6:96"",""34:19""]",خرق قد فطر فجر مخر شق فلق فرق مزق,2026-02-12 06:00:33,
p33,"To Burst, explode",پھٹنا,"[""إنفطر"",""تفطر"",""شقق"",""إنشق"",""انفلق"",""تصدع"",""تميز""]","[{""word_ar"":""إِنْفَطَرَ-تَفَطَّرَ"",""word_en"":""In’fatara-Tafat’tara"",""root"":null,""root_ar"":null},{""word_ar"":""شَقَّقَ-إِنْشَقَّ"",""word_en"":""Shaq’qaqa-In’shaq’qa"",""root"":null,""root_ar"":null},{""word_ar"":""اِنْفَلَقَ"",""word_en"":""In’falaqa"",""root"":null,""root_ar"":null},{""word_ar"":""تَصَدَّعَ"",""word_en"":""Tasadda’aa"",""root"":null,""root_ar"":null},{""word_ar"":""تَمَيَّزَ"",""word_en"":""Tamay’yaza"",""root"":null,""root_ar"":null}]",[],[],"[""82:1"",""19:90"",""2:74"",""86:12"",""56:19"",""67:8""]",إنفطر تفطر شقق إنشق انفلق تصدع تميز,2026-02-12 06:00:33,
p34,"To stroll, to wander",پھرنا,"[""دار"",""طاف"",""حار"",""تقلب"",""إنقلب"",""نكص"",""إنصرف"",""ولى"",""تولى"",""ارتد"",""أدبر""]","[{""word_ar"":""دَارَ"",""word_en"":""Dara"",""root"":null,""root_ar"":null},{""word_ar"":""طَافَ"",""word_en"":""Taafa"",""root"":null,""root_ar"":null},{""word_ar"":""حَارَ"",""word_en"":""Haara"",""root"":null,""root_ar"":null},{""word_ar"":""تَقَلَّبَ-إِنْقَلَبَ"",""word_en"":""Taqal’laba-In’qalaba"",""root"":null,""root_ar"":null},{""word_ar"":""نَكَصَ"",""word_en"":""Nakasa"",""root"":null,""root_ar"":null},{""word_ar"":""إِنْصَرَفَ"",""word_en"":""In’sarafa"",""root"":null,""root_ar"":null},{""word_ar"":""وَلَّى-تَوَلَّى"",""word_en"":""Wal’laa-Tawal’laa"",""root"":null,""root_ar"":null},{""word_ar"":""اِرْتَدَّ"",""word_en"":""Irr’tad’daa"",""root"":null,""root_ar"":null},{""word_ar"":""أَدْبَرَ"",""word_en"":""Ad’bara"",""root"":null,""root_ar"":null}]",[],[],"[""33:19"",""56:17"",""84:14"",""2:144"",""67:4"",""3:144"",""22:11"",""23:66"",""9:127"",""27:10"",""2:217"",""18:64"",""74:21"",""74:22"",""74:23""]",دار طاف حار تقلب إنقلب نكص إنصرف ولى تولى ارتد أدبر,2026-02-12 06:00:33,
p35,"To turn over, to refute",پھیرنا,"[""أقلب"",""قلب"",""صرف"",""دلى"",""رد"",""لفت"",""أفك""]","[{""word_ar"":""أَقْلَبَ-قَلَّبَ"",""word_en"":""Aq’laba-Qal’laba"",""root"":null,""root_ar"":null},{""word_ar"":""صَرَفَ"",""word_en"":""Sarafa"",""root"":null,""root_ar"":null},{""word_ar"":""دَلَّىَ"",""word_en"":""Dal’laa"",""root"":null,""root_ar"":null},{""word_ar"":""رَدَّ"",""word_en"":""Rad’daa"",""root"":null,""root_ar"":null},{""word_ar"":""لَفَتَ"",""word_en"":"" Lafata"",""root"":null,""root_ar"":null},{""word_ar"":""أَفَكَ"",""word_en"":""Afaka"",""root"":null,""root_ar"":null}]",[],[],"[""29:21"",""18:18"",""7:47"",""2:144"",""12:65"",""10:78"",""11:81"",""46:22""]",أقلب قلب صرف دلى رد لفت أفك,2026-02-12 06:00:33,
p36,"To slip, cause to slip, to seduce",پھسلنا  پھسلانا,"[""زلق"",""أزلق"",""زل"",""أزل"",""دحض"",""أدحض"",""هال"",""راود""]","[{""word_ar"":""زَلَقَ-أَزْلَقَ"",""word_en"":""Zalaqa-Az’laqa"",""root"":null,""root_ar"":null},{""word_ar"":""زَلَّ-أَزَلَّ"",""word_en"":""Zal’la-Azal’la"",""root"":null,""root_ar"":null},{""word_ar"":""دَحَضَ-أَدْحَضَ"",""word_en"":""Dahada-Ad’hada"",""root"":null,""root_ar"":null},{""word_ar"":""هَالَ"",""word_en"":""Haala"",""root"":null,""root_ar"":null},{""word_ar"":""رَاوَدَ"",""word_en"":""Raawada"",""root"":null,""root_ar"":null}]",[],[],"[""18:40"",""68:51"",""2:36"",""18:56"",""73:14"",""12:51"",""16:94""]",زلق أزلق زل أزل دحض أدحض هال راود,2026-02-12 06:00:33,
p37,Fruit,پھل,"[""ثمر"",""فاكهة"",""جنى"",""أكل""]","[{""word_ar"":""ثَمَرْ"",""word_en"":""Thamar"",""root"":null,""root_ar"":null},{""word_ar"":""فَاكِهَة"",""word_en"":""Faakihah"",""root"":null,""root_ar"":null},{""word_ar"":""جَنَى"",""word_en"":""Janaa"",""root"":null,""root_ar"":null},{""word_ar"":""أُكُلْ"",""word_en"":""O’kul"",""root"":null,""root_ar"":null}]",[],[],"[""2:22"",""55:68"",""55:54"",""2:265""]",ثمر فاكهة جنى أكل,2026-02-12 06:00:33,
p4,To obtain,پانا,"[""وجد"",""ثقف"",""ألفى"",""أدرك""]","[{""word_ar"":""وَجَدَ"",""word_en"":""Wajada"",""root"":null,""root_ar"":null},{""word_ar"":""ثَقَفَ"",""word_en"":""Thaqafa"",""root"":null,""root_ar"":null},{""word_ar"":""أَلْفَى"",""word_en"":""Al’faa"",""root"":null,""root_ar"":null},{""word_ar"":""أَدْرَكَ"",""word_en"":""Ad’raka"",""root"":null,""root_ar"":null}]",[],[],"[""3:37"",""2:191"",""4:89"",""12:25"",""2:170"",""5:104"",""4:145"",""6:103""]",وجد ثقف ألفى أدرك,2026-02-12 06:00:33,
p40,To spread,پھیلانا,"[""ذرأ"",""مد"",""دحى"",""طحى"",""نشر"",""بسط"",""بث""]","[{""word_ar"":""ذَرَأَ"",""word_en"":""Thara’aa"",""root"":null,""root_ar"":null},{""word_ar"":""مَدَّ"",""word_en"":""Madda"",""root"":null,""root_ar"":null},{""word_ar"":""دَحَىَ-طَحَىَ"",""word_en"":""daHaa-TaHaa"",""root"":null,""root_ar"":null},{""word_ar"":""نَشَرَ"",""word_en"":""Nashara"",""root"":null,""root_ar"":null},{""word_ar"":""بَسَطَ"",""word_en"":""Basata"",""root"":null,""root_ar"":null},{""word_ar"":""بَثَّ"",""word_en"":""Bath’tha"",""root"":null,""root_ar"":null}]",[],[],"[""7:179"",""67:24"",""25:45"",""42:28"",""2:245"",""13:26"",""30:48"",""56:6"",""4:1""]",ذرأ مد دحى طحى نشر بسط بث,2026-02-12 06:00:33,
